zone,week,year,Minimum Reservoir levels at beginning of each week (ratio) 0<=x<=1.0,Maximum Reservoir level at beginning of each week (ratio) 0<=x<=1.0,Reservoir levels at beginning of each week (ratio) 0<=x<=1.0
AT00,1,1982,0.2440622547693368,0.6447391681023898,NA
AT00,1,1983,0.2440622547693368,0.6447391681023898,NA
AT00,1,1984,0.2440622547693368,0.6447391681023898,NA
AT00,1,1985,0.2440622547693368,0.6447391681023898,NA
AT00,1,1986,0.2440622547693368,0.6447391681023898,NA
AT00,1,1987,0.2440622547693368,0.6447391681023898,NA
AT00,1,1988,0.2440622547693368,0.6447391681023898,NA
AT00,1,1989,0.2440622547693368,0.6447391681023898,NA
AT00,1,1990,0.2440622547693368,0.6447391681023898,NA
AT00,1,1991,0.2440622547693368,0.6447391681023898,NA
AT00,1,1992,0.2440622547693368,0.6447391681023898,NA
AT00,1,1993,0.2440622547693368,0.6447391681023898,NA
AT00,1,1994,0.2440622547693368,0.6447391681023898,NA
AT00,1,1995,0.2440622547693368,0.6447391681023898,NA
AT00,1,1996,0.2440622547693368,0.6447391681023898,NA
AT00,1,1997,0.2440622547693368,0.6447391681023898,NA
AT00,1,1998,0.2440622547693368,0.6447391681023898,NA
AT00,1,1999,0.2440622547693368,0.6447391681023898,NA
AT00,1,2000,0.2440622547693368,0.6447391681023898,NA
AT00,1,2001,0.2440622547693368,0.6447391681023898,NA
AT00,1,2002,0.2440622547693368,0.6447391681023898,NA
AT00,1,2003,0.2440622547693368,0.6447391681023898,NA
AT00,1,2004,0.2440622547693368,0.6447391681023898,NA
AT00,1,2005,0.2440622547693368,0.6447391681023898,NA
AT00,1,2006,0.2440622547693368,0.6447391681023898,NA
AT00,1,2007,0.2440622547693368,0.6447391681023898,NA
AT00,1,2008,0.2440622547693368,0.6447391681023898,NA
AT00,1,2009,0.2440622547693368,0.6447391681023898,NA
AT00,1,2010,0.2440622547693368,0.6447391681023898,NA
AT00,1,2011,0.2440622547693368,0.6447391681023898,NA
AT00,1,2012,0.2440622547693368,0.6447391681023898,NA
AT00,1,2013,0.2440622547693368,0.6447391681023898,NA
AT00,1,2014,0.2440622547693368,0.6447391681023898,NA
AT00,1,2015,0.2440622547693368,0.6447391681023898,NA
AT00,1,2016,0.2440622547693368,0.6447391681023898,NA
AT00,1,2017,NA,NA,NA
AT00,2,1982,0.2440622547693368,0.6447391681023898,NA
AT00,2,1983,0.2440622547693368,0.6447391681023898,NA
AT00,2,1984,0.2440622547693368,0.6447391681023898,NA
AT00,2,1985,0.2440622547693368,0.6447391681023898,NA
AT00,2,1986,0.2440622547693368,0.6447391681023898,NA
AT00,2,1987,0.2440622547693368,0.6447391681023898,NA
AT00,2,1988,0.2440622547693368,0.6447391681023898,NA
AT00,2,1989,0.2440622547693368,0.6447391681023898,NA
AT00,2,1990,0.2440622547693368,0.6447391681023898,NA
AT00,2,1991,0.2440622547693368,0.6447391681023898,NA
AT00,2,1992,0.2440622547693368,0.6447391681023898,NA
AT00,2,1993,0.2440622547693368,0.6447391681023898,NA
AT00,2,1994,0.2440622547693368,0.6447391681023898,NA
AT00,2,1995,0.2440622547693368,0.6447391681023898,NA
AT00,2,1996,0.2440622547693368,0.6447391681023898,NA
AT00,2,1997,0.2440622547693368,0.6447391681023898,NA
AT00,2,1998,0.2440622547693368,0.6447391681023898,NA
AT00,2,1999,0.2440622547693368,0.6447391681023898,NA
AT00,2,2000,0.2440622547693368,0.6447391681023898,NA
AT00,2,2001,0.2440622547693368,0.6447391681023898,NA
AT00,2,2002,0.2440622547693368,0.6447391681023898,NA
AT00,2,2003,0.2440622547693368,0.6447391681023898,NA
AT00,2,2004,0.2440622547693368,0.6447391681023898,NA
AT00,2,2005,0.2440622547693368,0.6447391681023898,NA
AT00,2,2006,0.2440622547693368,0.6447391681023898,NA
AT00,2,2007,0.2440622547693368,0.6447391681023898,NA
AT00,2,2008,0.2440622547693368,0.6447391681023898,NA
AT00,2,2009,0.2440622547693368,0.6447391681023898,NA
AT00,2,2010,0.2440622547693368,0.6447391681023898,NA
AT00,2,2011,0.2440622547693368,0.6447391681023898,NA
AT00,2,2012,0.2440622547693368,0.6447391681023898,NA
AT00,2,2013,0.2440622547693368,0.6447391681023898,NA
AT00,2,2014,0.2440622547693368,0.6447391681023898,NA
AT00,2,2015,0.2440622547693368,0.6447391681023898,NA
AT00,2,2016,0.2440622547693368,0.6447391681023898,NA
AT00,2,2017,NA,NA,NA
AT00,3,1982,0.2440622547693368,0.6447391681023898,NA
AT00,3,1983,0.2440622547693368,0.6447391681023898,NA
AT00,3,1984,0.2440622547693368,0.6447391681023898,NA
AT00,3,1985,0.2440622547693368,0.6447391681023898,NA
AT00,3,1986,0.2440622547693368,0.6447391681023898,NA
AT00,3,1987,0.2440622547693368,0.6447391681023898,NA
AT00,3,1988,0.2440622547693368,0.6447391681023898,NA
AT00,3,1989,0.2440622547693368,0.6447391681023898,NA
AT00,3,1990,0.2440622547693368,0.6447391681023898,NA
AT00,3,1991,0.2440622547693368,0.6447391681023898,NA
AT00,3,1992,0.2440622547693368,0.6447391681023898,NA
AT00,3,1993,0.2440622547693368,0.6447391681023898,NA
AT00,3,1994,0.2440622547693368,0.6447391681023898,NA
AT00,3,1995,0.2440622547693368,0.6447391681023898,NA
AT00,3,1996,0.2440622547693368,0.6447391681023898,NA
AT00,3,1997,0.2440622547693368,0.6447391681023898,NA
AT00,3,1998,0.2440622547693368,0.6447391681023898,NA
AT00,3,1999,0.2440622547693368,0.6447391681023898,NA
AT00,3,2000,0.2440622547693368,0.6447391681023898,NA
AT00,3,2001,0.2440622547693368,0.6447391681023898,NA
AT00,3,2002,0.2440622547693368,0.6447391681023898,NA
AT00,3,2003,0.2440622547693368,0.6447391681023898,NA
AT00,3,2004,0.2440622547693368,0.6447391681023898,NA
AT00,3,2005,0.2440622547693368,0.6447391681023898,NA
AT00,3,2006,0.2440622547693368,0.6447391681023898,NA
AT00,3,2007,0.2440622547693368,0.6447391681023898,NA
AT00,3,2008,0.2440622547693368,0.6447391681023898,NA
AT00,3,2009,0.2440622547693368,0.6447391681023898,NA
AT00,3,2010,0.2440622547693368,0.6447391681023898,NA
AT00,3,2011,0.2440622547693368,0.6447391681023898,NA
AT00,3,2012,0.2440622547693368,0.6447391681023898,NA
AT00,3,2013,0.2440622547693368,0.6447391681023898,NA
AT00,3,2014,0.2440622547693368,0.6447391681023898,NA
AT00,3,2015,0.2440622547693368,0.6447391681023898,NA
AT00,3,2016,0.2440622547693368,0.6447391681023898,NA
AT00,3,2017,NA,NA,NA
AT00,4,1982,0.2440622547693368,0.6447391681023898,NA
AT00,4,1983,0.2440622547693368,0.6447391681023898,NA
AT00,4,1984,0.2440622547693368,0.6447391681023898,NA
AT00,4,1985,0.2440622547693368,0.6447391681023898,NA
AT00,4,1986,0.2440622547693368,0.6447391681023898,NA
AT00,4,1987,0.2440622547693368,0.6447391681023898,NA
AT00,4,1988,0.2440622547693368,0.6447391681023898,NA
AT00,4,1989,0.2440622547693368,0.6447391681023898,NA
AT00,4,1990,0.2440622547693368,0.6447391681023898,NA
AT00,4,1991,0.2440622547693368,0.6447391681023898,NA
AT00,4,1992,0.2440622547693368,0.6447391681023898,NA
AT00,4,1993,0.2440622547693368,0.6447391681023898,NA
AT00,4,1994,0.2440622547693368,0.6447391681023898,NA
AT00,4,1995,0.2440622547693368,0.6447391681023898,NA
AT00,4,1996,0.2440622547693368,0.6447391681023898,NA
AT00,4,1997,0.2440622547693368,0.6447391681023898,NA
AT00,4,1998,0.2440622547693368,0.6447391681023898,NA
AT00,4,1999,0.2440622547693368,0.6447391681023898,NA
AT00,4,2000,0.2440622547693368,0.6447391681023898,NA
AT00,4,2001,0.2440622547693368,0.6447391681023898,NA
AT00,4,2002,0.2440622547693368,0.6447391681023898,NA
AT00,4,2003,0.2440622547693368,0.6447391681023898,NA
AT00,4,2004,0.2440622547693368,0.6447391681023898,NA
AT00,4,2005,0.2440622547693368,0.6447391681023898,NA
AT00,4,2006,0.2440622547693368,0.6447391681023898,NA
AT00,4,2007,0.2440622547693368,0.6447391681023898,NA
AT00,4,2008,0.2440622547693368,0.6447391681023898,NA
AT00,4,2009,0.2440622547693368,0.6447391681023898,NA
AT00,4,2010,0.2440622547693368,0.6447391681023898,NA
AT00,4,2011,0.2440622547693368,0.6447391681023898,NA
AT00,4,2012,0.2440622547693368,0.6447391681023898,NA
AT00,4,2013,0.2440622547693368,0.6447391681023898,NA
AT00,4,2014,0.2440622547693368,0.6447391681023898,NA
AT00,4,2015,0.2440622547693368,0.6447391681023898,NA
AT00,4,2016,0.2440622547693368,0.6447391681023898,NA
AT00,4,2017,NA,NA,NA
AT00,5,1982,0.2361920789111511,0.5805302153962688,NA
AT00,5,1983,0.2361920789111511,0.5805302153962688,NA
AT00,5,1984,0.2361920789111511,0.5805302153962688,NA
AT00,5,1985,0.2361920789111511,0.5805302153962688,NA
AT00,5,1986,0.2361920789111511,0.5805302153962688,NA
AT00,5,1987,0.2361920789111511,0.5805302153962688,NA
AT00,5,1988,0.2361920789111511,0.5805302153962688,NA
AT00,5,1989,0.2361920789111511,0.5805302153962688,NA
AT00,5,1990,0.2361920789111511,0.5805302153962688,NA
AT00,5,1991,0.2361920789111511,0.5805302153962688,NA
AT00,5,1992,0.2361920789111511,0.5805302153962688,NA
AT00,5,1993,0.2361920789111511,0.5805302153962688,NA
AT00,5,1994,0.2361920789111511,0.5805302153962688,NA
AT00,5,1995,0.2361920789111511,0.5805302153962688,NA
AT00,5,1996,0.2361920789111511,0.5805302153962688,NA
AT00,5,1997,0.2361920789111511,0.5805302153962688,NA
AT00,5,1998,0.2361920789111511,0.5805302153962688,NA
AT00,5,1999,0.2361920789111511,0.5805302153962688,NA
AT00,5,2000,0.2361920789111511,0.5805302153962688,NA
AT00,5,2001,0.2361920789111511,0.5805302153962688,NA
AT00,5,2002,0.2361920789111511,0.5805302153962688,NA
AT00,5,2003,0.2361920789111511,0.5805302153962688,NA
AT00,5,2004,0.2361920789111511,0.5805302153962688,NA
AT00,5,2005,0.2361920789111511,0.5805302153962688,NA
AT00,5,2006,0.2361920789111511,0.5805302153962688,NA
AT00,5,2007,0.2361920789111511,0.5805302153962688,NA
AT00,5,2008,0.2361920789111511,0.5805302153962688,NA
AT00,5,2009,0.2361920789111511,0.5805302153962688,NA
AT00,5,2010,0.2361920789111511,0.5805302153962688,NA
AT00,5,2011,0.2361920789111511,0.5805302153962688,NA
AT00,5,2012,0.2361920789111511,0.5805302153962688,NA
AT00,5,2013,0.2361920789111511,0.5805302153962688,NA
AT00,5,2014,0.2361920789111511,0.5805302153962688,NA
AT00,5,2015,0.2361920789111511,0.5805302153962688,NA
AT00,5,2016,0.2361920789111511,0.5805302153962688,NA
AT00,5,2017,NA,NA,NA
AT00,6,1982,0.2283219030529653,0.5163212626901477,NA
AT00,6,1983,0.2283219030529653,0.5163212626901477,NA
AT00,6,1984,0.2283219030529653,0.5163212626901477,NA
AT00,6,1985,0.2283219030529653,0.5163212626901477,NA
AT00,6,1986,0.2283219030529653,0.5163212626901477,NA
AT00,6,1987,0.2283219030529653,0.5163212626901477,NA
AT00,6,1988,0.2283219030529653,0.5163212626901477,NA
AT00,6,1989,0.2283219030529653,0.5163212626901477,NA
AT00,6,1990,0.2283219030529653,0.5163212626901477,NA
AT00,6,1991,0.2283219030529653,0.5163212626901477,NA
AT00,6,1992,0.2283219030529653,0.5163212626901477,NA
AT00,6,1993,0.2283219030529653,0.5163212626901477,NA
AT00,6,1994,0.2283219030529653,0.5163212626901477,NA
AT00,6,1995,0.2283219030529653,0.5163212626901477,NA
AT00,6,1996,0.2283219030529653,0.5163212626901477,NA
AT00,6,1997,0.2283219030529653,0.5163212626901477,NA
AT00,6,1998,0.2283219030529653,0.5163212626901477,NA
AT00,6,1999,0.2283219030529653,0.5163212626901477,NA
AT00,6,2000,0.2283219030529653,0.5163212626901477,NA
AT00,6,2001,0.2283219030529653,0.5163212626901477,NA
AT00,6,2002,0.2283219030529653,0.5163212626901477,NA
AT00,6,2003,0.2283219030529653,0.5163212626901477,NA
AT00,6,2004,0.2283219030529653,0.5163212626901477,NA
AT00,6,2005,0.2283219030529653,0.5163212626901477,NA
AT00,6,2006,0.2283219030529653,0.5163212626901477,NA
AT00,6,2007,0.2283219030529653,0.5163212626901477,NA
AT00,6,2008,0.2283219030529653,0.5163212626901477,NA
AT00,6,2009,0.2283219030529653,0.5163212626901477,NA
AT00,6,2010,0.2283219030529653,0.5163212626901477,NA
AT00,6,2011,0.2283219030529653,0.5163212626901477,NA
AT00,6,2012,0.2283219030529653,0.5163212626901477,NA
AT00,6,2013,0.2283219030529653,0.5163212626901477,NA
AT00,6,2014,0.2283219030529653,0.5163212626901477,NA
AT00,6,2015,0.2283219030529653,0.5163212626901477,NA
AT00,6,2016,0.2283219030529653,0.5163212626901477,NA
AT00,6,2017,NA,NA,NA
AT00,7,1982,0.2283219030529653,0.5163212626901477,NA
AT00,7,1983,0.2283219030529653,0.5163212626901477,NA
AT00,7,1984,0.2283219030529653,0.5163212626901477,NA
AT00,7,1985,0.2283219030529653,0.5163212626901477,NA
AT00,7,1986,0.2283219030529653,0.5163212626901477,NA
AT00,7,1987,0.2283219030529653,0.5163212626901477,NA
AT00,7,1988,0.2283219030529653,0.5163212626901477,NA
AT00,7,1989,0.2283219030529653,0.5163212626901477,NA
AT00,7,1990,0.2283219030529653,0.5163212626901477,NA
AT00,7,1991,0.2283219030529653,0.5163212626901477,NA
AT00,7,1992,0.2283219030529653,0.5163212626901477,NA
AT00,7,1993,0.2283219030529653,0.5163212626901477,NA
AT00,7,1994,0.2283219030529653,0.5163212626901477,NA
AT00,7,1995,0.2283219030529653,0.5163212626901477,NA
AT00,7,1996,0.2283219030529653,0.5163212626901477,NA
AT00,7,1997,0.2283219030529653,0.5163212626901477,NA
AT00,7,1998,0.2283219030529653,0.5163212626901477,NA
AT00,7,1999,0.2283219030529653,0.5163212626901477,NA
AT00,7,2000,0.2283219030529653,0.5163212626901477,NA
AT00,7,2001,0.2283219030529653,0.5163212626901477,NA
AT00,7,2002,0.2283219030529653,0.5163212626901477,NA
AT00,7,2003,0.2283219030529653,0.5163212626901477,NA
AT00,7,2004,0.2283219030529653,0.5163212626901477,NA
AT00,7,2005,0.2283219030529653,0.5163212626901477,NA
AT00,7,2006,0.2283219030529653,0.5163212626901477,NA
AT00,7,2007,0.2283219030529653,0.5163212626901477,NA
AT00,7,2008,0.2283219030529653,0.5163212626901477,NA
AT00,7,2009,0.2283219030529653,0.5163212626901477,NA
AT00,7,2010,0.2283219030529653,0.5163212626901477,NA
AT00,7,2011,0.2283219030529653,0.5163212626901477,NA
AT00,7,2012,0.2283219030529653,0.5163212626901477,NA
AT00,7,2013,0.2283219030529653,0.5163212626901477,NA
AT00,7,2014,0.2283219030529653,0.5163212626901477,NA
AT00,7,2015,0.2283219030529653,0.5163212626901477,NA
AT00,7,2016,0.2283219030529653,0.5163212626901477,NA
AT00,7,2017,NA,NA,NA
AT00,8,1982,0.2283219030529653,0.5163212626901477,NA
AT00,8,1983,0.2283219030529653,0.5163212626901477,NA
AT00,8,1984,0.2283219030529653,0.5163212626901477,NA
AT00,8,1985,0.2283219030529653,0.5163212626901477,NA
AT00,8,1986,0.2283219030529653,0.5163212626901477,NA
AT00,8,1987,0.2283219030529653,0.5163212626901477,NA
AT00,8,1988,0.2283219030529653,0.5163212626901477,NA
AT00,8,1989,0.2283219030529653,0.5163212626901477,NA
AT00,8,1990,0.2283219030529653,0.5163212626901477,NA
AT00,8,1991,0.2283219030529653,0.5163212626901477,NA
AT00,8,1992,0.2283219030529653,0.5163212626901477,NA
AT00,8,1993,0.2283219030529653,0.5163212626901477,NA
AT00,8,1994,0.2283219030529653,0.5163212626901477,NA
AT00,8,1995,0.2283219030529653,0.5163212626901477,NA
AT00,8,1996,0.2283219030529653,0.5163212626901477,NA
AT00,8,1997,0.2283219030529653,0.5163212626901477,NA
AT00,8,1998,0.2283219030529653,0.5163212626901477,NA
AT00,8,1999,0.2283219030529653,0.5163212626901477,NA
AT00,8,2000,0.2283219030529653,0.5163212626901477,NA
AT00,8,2001,0.2283219030529653,0.5163212626901477,NA
AT00,8,2002,0.2283219030529653,0.5163212626901477,NA
AT00,8,2003,0.2283219030529653,0.5163212626901477,NA
AT00,8,2004,0.2283219030529653,0.5163212626901477,NA
AT00,8,2005,0.2283219030529653,0.5163212626901477,NA
AT00,8,2006,0.2283219030529653,0.5163212626901477,NA
AT00,8,2007,0.2283219030529653,0.5163212626901477,NA
AT00,8,2008,0.2283219030529653,0.5163212626901477,NA
AT00,8,2009,0.2283219030529653,0.5163212626901477,NA
AT00,8,2010,0.2283219030529653,0.5163212626901477,NA
AT00,8,2011,0.2283219030529653,0.5163212626901477,NA
AT00,8,2012,0.2283219030529653,0.5163212626901477,NA
AT00,8,2013,0.2283219030529653,0.5163212626901477,NA
AT00,8,2014,0.2283219030529653,0.5163212626901477,NA
AT00,8,2015,0.2283219030529653,0.5163212626901477,NA
AT00,8,2016,0.2283219030529653,0.5163212626901477,NA
AT00,8,2017,NA,NA,NA
AT00,9,1982,0.2283219030529653,0.5163212626901477,NA
AT00,9,1983,0.2283219030529653,0.5163212626901477,NA
AT00,9,1984,0.2283219030529653,0.5163212626901477,NA
AT00,9,1985,0.2283219030529653,0.5163212626901477,NA
AT00,9,1986,0.2283219030529653,0.5163212626901477,NA
AT00,9,1987,0.2283219030529653,0.5163212626901477,NA
AT00,9,1988,0.2283219030529653,0.5163212626901477,NA
AT00,9,1989,0.2283219030529653,0.5163212626901477,NA
AT00,9,1990,0.2283219030529653,0.5163212626901477,NA
AT00,9,1991,0.2283219030529653,0.5163212626901477,NA
AT00,9,1992,0.2283219030529653,0.5163212626901477,NA
AT00,9,1993,0.2283219030529653,0.5163212626901477,NA
AT00,9,1994,0.2283219030529653,0.5163212626901477,NA
AT00,9,1995,0.2283219030529653,0.5163212626901477,NA
AT00,9,1996,0.2283219030529653,0.5163212626901477,NA
AT00,9,1997,0.2283219030529653,0.5163212626901477,NA
AT00,9,1998,0.2283219030529653,0.5163212626901477,NA
AT00,9,1999,0.2283219030529653,0.5163212626901477,NA
AT00,9,2000,0.2283219030529653,0.5163212626901477,NA
AT00,9,2001,0.2283219030529653,0.5163212626901477,NA
AT00,9,2002,0.2283219030529653,0.5163212626901477,NA
AT00,9,2003,0.2283219030529653,0.5163212626901477,NA
AT00,9,2004,0.2283219030529653,0.5163212626901477,NA
AT00,9,2005,0.2283219030529653,0.5163212626901477,NA
AT00,9,2006,0.2283219030529653,0.5163212626901477,NA
