zone,week,year,Minimum Reservoir levels at beginning of each week (ratio) 0<=x<=1.0,Maximum Reservoir level at beginning of each week (ratio) 0<=x<=1.0,Reservoir levels at beginning of each week (ratio) 0<=x<=1.0
AT00,9,2007,0.2283219030529653,0.5163212626901477,NA
AT00,9,2008,0.2283219030529653,0.5163212626901477,NA
AT00,9,2009,0.2283219030529653,0.5163212626901477,NA
AT00,9,2010,0.2283219030529653,0.5163212626901477,NA
AT00,9,2011,0.2283219030529653,0.5163212626901477,NA
AT00,9,2012,0.2283219030529653,0.5163212626901477,NA
AT00,9,2013,0.2283219030529653,0.5163212626901477,NA
AT00,9,2014,0.2283219030529653,0.5163212626901477,NA
AT00,9,2015,0.2283219030529653,0.5163212626901477,NA
AT00,9,2016,0.2283219030529653,0.5163212626901477,NA
AT00,9,2017,NA,NA,NA
AT00,10,1982,0.1475916689215693,0.3555129020456534,NA
AT00,10,1983,0.1475916689215693,0.3555129020456534,NA
AT00,10,1984,0.1475916689215693,0.3555129020456534,NA
AT00,10,1985,0.1475916689215693,0.3555129020456534,NA
AT00,10,1986,0.1475916689215693,0.3555129020456534,NA
AT00,10,1987,0.1475916689215693,0.3555129020456534,NA
AT00,10,1988,0.1475916689215693,0.3555129020456534,NA
AT00,10,1989,0.1475916689215693,0.3555129020456534,NA
AT00,10,1990,0.1475916689215693,0.3555129020456534,NA
AT00,10,1991,0.1475916689215693,0.3555129020456534,NA
AT00,10,1992,0.1475916689215693,0.3555129020456534,NA
AT00,10,1993,0.1475916689215693,0.3555129020456534,NA
AT00,10,1994,0.1475916689215693,0.3555129020456534,NA
AT00,10,1995,0.1475916689215693,0.3555129020456534,NA
AT00,10,1996,0.1475916689215693,0.3555129020456534,NA
AT00,10,1997,0.1475916689215693,0.3555129020456534,NA
AT00,10,1998,0.1475916689215693,0.3555129020456534,NA
AT00,10,1999,0.1475916689215693,0.3555129020456534,NA
AT00,10,2000,0.1475916689215693,0.3555129020456534,NA
AT00,10,2001,0.1475916689215693,0.3555129020456534,NA
AT00,10,2002,0.1475916689215693,0.3555129020456534,NA
AT00,10,2003,0.1475916689215693,0.3555129020456534,NA
AT00,10,2004,0.1475916689215693,0.3555129020456534,NA
AT00,10,2005,0.1475916689215693,0.3555129020456534,NA
AT00,10,2006,0.1475916689215693,0.3555129020456534,NA
AT00,10,2007,0.1475916689215693,0.3555129020456534,NA
AT00,10,2008,0.1475916689215693,0.3555129020456534,NA
AT00,10,2009,0.1475916689215693,0.3555129020456534,NA
AT00,10,2010,0.1475916689215693,0.3555129020456534,NA
AT00,10,2011,0.1475916689215693,0.3555129020456534,NA
AT00,10,2012,0.1475916689215693,0.3555129020456534,NA
AT00,10,2013,0.1475916689215693,0.3555129020456534,NA
AT00,10,2014,0.1475916689215693,0.3555129020456534,NA
AT00,10,2015,0.1475916689215693,0.3555129020456534,NA
AT00,10,2016,0.1475916689215693,0.3555129020456534,NA
AT00,10,2017,NA,NA,NA
AT00,11,1982,0.1475916689215693,0.3555129020456534,NA
AT00,11,1983,0.1475916689215693,0.3555129020456534,NA
AT00,11,1984,0.1475916689215693,0.3555129020456534,NA
AT00,11,1985,0.1475916689215693,0.3555129020456534,NA
AT00,11,1986,0.1475916689215693,0.3555129020456534,NA
AT00,11,1987,0.1475916689215693,0.3555129020456534,NA
AT00,11,1988,0.1475916689215693,0.3555129020456534,NA
AT00,11,1989,0.1475916689215693,0.3555129020456534,NA
AT00,11,1990,0.1475916689215693,0.3555129020456534,NA
AT00,11,1991,0.1475916689215693,0.3555129020456534,NA
AT00,11,1992,0.1475916689215693,0.3555129020456534,NA
AT00,11,1993,0.1475916689215693,0.3555129020456534,NA
AT00,11,1994,0.1475916689215693,0.3555129020456534,NA
AT00,11,1995,0.1475916689215693,0.3555129020456534,NA
AT00,11,1996,0.1475916689215693,0.3555129020456534,NA
AT00,11,1997,0.1475916689215693,0.3555129020456534,NA
AT00,11,1998,0.1475916689215693,0.3555129020456534,NA
AT00,11,1999,0.1475916689215693,0.3555129020456534,NA
AT00,11,2000,0.1475916689215693,0.3555129020456534,NA
AT00,11,2001,0.1475916689215693,0.3555129020456534,NA
AT00,11,2002,0.1475916689215693,0.3555129020456534,NA
AT00,11,2003,0.1475916689215693,0.3555129020456534,NA
AT00,11,2004,0.1475916689215693,0.3555129020456534,NA
AT00,11,2005,0.1475916689215693,0.3555129020456534,NA
AT00,11,2006,0.1475916689215693,0.3555129020456534,NA
AT00,11,2007,0.1475916689215693,0.3555129020456534,NA
AT00,11,2008,0.1475916689215693,0.3555129020456534,NA
AT00,11,2009,0.1475916689215693,0.3555129020456534,NA
AT00,11,2010,0.1475916689215693,0.3555129020456534,NA
AT00,11,2011,0.1475916689215693,0.3555129020456534,NA
AT00,11,2012,0.1475916689215693,0.3555129020456534,NA
AT00,11,2013,0.1475916689215693,0.3555129020456534,NA
AT00,11,2014,0.1475916689215693,0.3555129020456534,NA
AT00,11,2015,0.1475916689215693,0.3555129020456534,NA
AT00,11,2016,0.1475916689215693,0.3555129020456534,NA
AT00,11,2017,NA,NA,NA
AT00,12,1982,0.1475916689215693,0.3555129020456534,NA
AT00,12,1983,0.1475916689215693,0.3555129020456534,NA
AT00,12,1984,0.1475916689215693,0.3555129020456534,NA
AT00,12,1985,0.1475916689215693,0.3555129020456534,NA
AT00,12,1986,0.1475916689215693,0.3555129020456534,NA
AT00,12,1987,0.1475916689215693,0.3555129020456534,NA
AT00,12,1988,0.1475916689215693,0.3555129020456534,NA
AT00,12,1989,0.1475916689215693,0.3555129020456534,NA
AT00,12,1990,0.1475916689215693,0.3555129020456534,NA
AT00,12,1991,0.1475916689215693,0.3555129020456534,NA
AT00,12,1992,0.1475916689215693,0.3555129020456534,NA
AT00,12,1993,0.1475916689215693,0.3555129020456534,NA
AT00,12,1994,0.1475916689215693,0.3555129020456534,NA
AT00,12,1995,0.1475916689215693,0.3555129020456534,NA
AT00,12,1996,0.1475916689215693,0.3555129020456534,NA
AT00,12,1997,0.1475916689215693,0.3555129020456534,NA
AT00,12,1998,0.1475916689215693,0.3555129020456534,NA
AT00,12,1999,0.1475916689215693,0.3555129020456534,NA
AT00,12,2000,0.1475916689215693,0.3555129020456534,NA
AT00,12,2001,0.1475916689215693,0.3555129020456534,NA
AT00,12,2002,0.1475916689215693,0.3555129020456534,NA
AT00,12,2003,0.1475916689215693,0.3555129020456534,NA
AT00,12,2004,0.1475916689215693,0.3555129020456534,NA
AT00,12,2005,0.1475916689215693,0.3555129020456534,NA
AT00,12,2006,0.1475916689215693,0.3555129020456534,NA
AT00,12,2007,0.1475916689215693,0.3555129020456534,NA
AT00,12,2008,0.1475916689215693,0.3555129020456534,NA
AT00,12,2009,0.1475916689215693,0.3555129020456534,NA
AT00,12,2010,0.1475916689215693,0.3555129020456534,NA
AT00,12,2011,0.1475916689215693,0.3555129020456534,NA
AT00,12,2012,0.1475916689215693,0.3555129020456534,NA
AT00,12,2013,0.1475916689215693,0.3555129020456534,NA
AT00,12,2014,0.1475916689215693,0.3555129020456534,NA
AT00,12,2015,0.1475916689215693,0.3555129020456534,NA
AT00,12,2016,0.1475916689215693,0.3555129020456534,NA
AT00,12,2017,NA,NA,NA
AT00,13,1982,0.1475916689215693,0.3555129020456534,NA
AT00,13,1983,0.1475916689215693,0.3555129020456534,NA
AT00,13,1984,0.1475916689215693,0.3555129020456534,NA
AT00,13,1985,0.1475916689215693,0.3555129020456534,NA
AT00,13,1986,0.1475916689215693,0.3555129020456534,NA
AT00,13,1987,0.1475916689215693,0.3555129020456534,NA
AT00,13,1988,0.1475916689215693,0.3555129020456534,NA
AT00,13,1989,0.1475916689215693,0.3555129020456534,NA
AT00,13,1990,0.1475916689215693,0.3555129020456534,NA
AT00,13,1991,0.1475916689215693,0.3555129020456534,NA
AT00,13,1992,0.1475916689215693,0.3555129020456534,NA
AT00,13,1993,0.1475916689215693,0.3555129020456534,NA
AT00,13,1994,0.1475916689215693,0.3555129020456534,NA
AT00,13,1995,0.1475916689215693,0.3555129020456534,NA
AT00,13,1996,0.1475916689215693,0.3555129020456534,NA
AT00,13,1997,0.1475916689215693,0.3555129020456534,NA
AT00,13,1998,0.1475916689215693,0.3555129020456534,NA
AT00,13,1999,0.1475916689215693,0.3555129020456534,NA
AT00,13,2000,0.1475916689215693,0.3555129020456534,NA
AT00,13,2001,0.1475916689215693,0.3555129020456534,NA
AT00,13,2002,0.1475916689215693,0.3555129020456534,NA
AT00,13,2003,0.1475916689215693,0.3555129020456534,NA
AT00,13,2004,0.1475916689215693,0.3555129020456534,NA
AT00,13,2005,0.1475916689215693,0.3555129020456534,NA
AT00,13,2006,0.1475916689215693,0.3555129020456534,NA
AT00,13,2007,0.1475916689215693,0.3555129020456534,NA
AT00,13,2008,0.1475916689215693,0.3555129020456534,NA
AT00,13,2009,0.1475916689215693,0.3555129020456534,NA
AT00,13,2010,0.1475916689215693,0.3555129020456534,NA
AT00,13,2011,0.1475916689215693,0.3555129020456534,NA
AT00,13,2012,0.1475916689215693,0.3555129020456534,NA
AT00,13,2013,0.1475916689215693,0.3555129020456534,NA
