zone,week,year,Minimum Generation in MW,Maximum Generation in MW
AL00,1,1982,12.16618224,1382.343988
AL00,1,1983,12.16618224,1382.343988
AL00,1,1984,12.16618224,1382.343988
AL00,1,1985,12.16618224,1382.343988
AL00,1,1986,12.16618224,1382.343988
AL00,1,1987,12.16618224,1382.343988
AL00,1,1988,12.16618224,1382.343988
AL00,1,1989,12.16618224,1382.343988
AL00,1,1990,12.16618224,1382.343988
AL00,1,1991,12.16618224,1382.343988
AL00,1,1992,12.16618224,1382.343988
AL00,1,1993,12.16618224,1382.343988
AL00,1,1994,12.16618224,1382.343988
AL00,1,1995,12.16618224,1382.343988
AL00,1,1996,12.16618224,1382.343988
AL00,1,1997,12.16618224,1382.343988
AL00,1,1998,12.16618224,1382.343988
AL00,1,1999,12.16618224,1382.343988
AL00,1,2000,12.16618224,1382.343988
AL00,1,2001,12.16618224,1382.343988
AL00,1,2002,12.16618224,1382.343988
AL00,1,2003,12.16618224,1382.343988
AL00,1,2004,12.16618224,1382.343988
AL00,1,2005,12.16618224,1382.343988
AL00,1,2006,12.16618224,1382.343988
AL00,1,2007,12.16618224,1382.343988
AL00,1,2008,12.16618224,1382.343988
AL00,1,2009,12.16618224,1382.343988
AL00,1,2010,12.16618224,1382.343988
AL00,1,2011,12.16618224,1382.343988
AL00,1,2012,12.16618224,1382.343988
AL00,1,2013,12.16618224,1382.343988
AL00,1,2014,12.16618224,1382.343988
AL00,1,2015,12.16618224,1382.343988
AL00,1,2016,12.16618224,1382.343988
AL00,1,2017,12.16618224,1382.343988
AL00,2,1982,12.16618224,1382.343988
AL00,2,1983,12.16618224,1382.343988
AL00,2,1984,12.16618224,1382.343988
AL00,2,1985,12.16618224,1382.343988
AL00,2,1986,12.16618224,1382.343988
AL00,2,1987,12.16618224,1382.343988
AL00,2,1988,12.16618224,1382.343988
AL00,2,1989,12.16618224,1382.343988
AL00,2,1990,12.16618224,1382.343988
AL00,2,1991,12.16618224,1382.343988
AL00,2,1992,12.16618224,1382.343988
AL00,2,1993,12.16618224,1382.343988
AL00,2,1994,12.16618224,1382.343988
AL00,2,1995,12.16618224,1382.343988
AL00,2,1996,12.16618224,1382.343988
AL00,2,1997,12.16618224,1382.343988
AL00,2,1998,12.16618224,1382.343988
AL00,2,1999,12.16618224,1382.343988
AL00,2,2000,12.16618224,1382.343988
AL00,2,2001,12.16618224,1382.343988
AL00,2,2002,12.16618224,1382.343988
AL00,2,2003,12.16618224,1382.343988
AL00,2,2004,12.16618224,1382.343988
AL00,2,2005,12.16618224,1382.343988
AL00,2,2006,12.16618224,1382.343988
AL00,2,2007,12.16618224,1382.343988
AL00,2,2008,12.16618224,1382.343988
AL00,2,2009,12.16618224,1382.343988
AL00,2,2010,12.16618224,1382.343988
AL00,2,2011,12.16618224,1382.343988
AL00,2,2012,12.16618224,1382.343988
AL00,2,2013,12.16618224,1382.343988
AL00,2,2014,12.16618224,1382.343988
AL00,2,2015,12.16618224,1382.343988
AL00,2,2016,12.16618224,1382.343988
AL00,2,2017,12.16618224,1382.343988
AL00,3,1982,12.16618224,1382.343988
AL00,3,1983,12.16618224,1382.343988
AL00,3,1984,12.16618224,1382.343988
AL00,3,1985,12.16618224,1382.343988
AL00,3,1986,12.16618224,1382.343988
AL00,3,1987,12.16618224,1382.343988
AL00,3,1988,12.16618224,1382.343988
AL00,3,1989,12.16618224,1382.343988
AL00,3,1990,12.16618224,1382.343988
AL00,3,1991,12.16618224,1382.343988
AL00,3,1992,12.16618224,1382.343988
AL00,3,1993,12.16618224,1382.343988
AL00,3,1994,12.16618224,1382.343988
AL00,3,1995,12.16618224,1382.343988
AL00,3,1996,12.16618224,1382.343988
AL00,3,1997,12.16618224,1382.343988
AL00,3,1998,12.16618224,1382.343988
AL00,3,1999,12.16618224,1382.343988
AL00,3,2000,12.16618224,1382.343988
AL00,3,2001,12.16618224,1382.343988
AL00,3,2002,12.16618224,1382.343988
AL00,3,2003,12.16618224,1382.343988
AL00,3,2004,12.16618224,1382.343988
AL00,3,2005,12.16618224,1382.343988
AL00,3,2006,12.16618224,1382.343988
AL00,3,2007,12.16618224,1382.343988
AL00,3,2008,12.16618224,1382.343988
AL00,3,2009,12.16618224,1382.343988
AL00,3,2010,12.16618224,1382.343988
AL00,3,2011,12.16618224,1382.343988
AL00,3,2012,12.16618224,1382.343988
AL00,3,2013,12.16618224,1382.343988
AL00,3,2014,12.16618224,1382.343988
AL00,3,2015,12.16618224,1382.343988
AL00,3,2016,12.16618224,1382.343988
AL00,3,2017,12.16618224,1382.343988
AL00,4,1982,12.50367582,1370.198322
AL00,4,1983,12.50367582,1370.198322
AL00,4,1984,12.50367582,1370.198322
AL00,4,1985,12.50367582,1370.198322
AL00,4,1986,12.50367582,1370.198322
AL00,4,1987,12.50367582,1370.198322
AL00,4,1988,12.50367582,1370.198322
AL00,4,1989,12.50367582,1370.198322
AL00,4,1990,12.50367582,1370.198322
AL00,4,1991,12.50367582,1370.198322
AL00,4,1992,12.50367582,1370.198322
AL00,4,1993,12.50367582,1370.198322
AL00,4,1994,12.50367582,1370.198322
AL00,4,1995,12.50367582,1370.198322
AL00,4,1996,12.50367582,1370.198322
AL00,4,1997,12.50367582,1370.198322
AL00,4,1998,12.50367582,1370.198322
AL00,4,1999,12.50367582,1370.198322
AL00,4,2000,12.50367582,1370.198322
AL00,4,2001,12.50367582,1370.198322
AL00,4,2002,12.50367582,1370.198322
AL00,4,2003,12.50367582,1370.198322
AL00,4,2004,12.50367582,1370.198322
AL00,4,2005,12.50367582,1370.198322
AL00,4,2006,12.50367582,1370.198322
AL00,4,2007,12.50367582,1370.198322
AL00,4,2008,12.50367582,1370.198322
AL00,4,2009,12.50367582,1370.198322
AL00,4,2010,12.50367582,1370.198322
AL00,4,2011,12.50367582,1370.198322
AL00,4,2012,12.50367582,1370.198322
AL00,4,2013,12.50367582,1370.198322
AL00,4,2014,12.50367582,1370.198322
AL00,4,2015,12.50367582,1370.198322
AL00,4,2016,12.50367582,1370.198322
AL00,4,2017,12.50367582,1370.198322
AL00,5,1982,14.30295775,1377.153358
AL00,5,1983,14.30295775,1377.153358
AL00,5,1984,14.30295775,1377.153358
AL00,5,1985,14.30295775,1377.153358
AL00,5,1986,14.30295775,1377.153358
AL00,5,1987,14.30295775,1377.153358
AL00,5,1988,14.30295775,1377.153358
AL00,5,1989,14.30295775,1377.153358
AL00,5,1990,14.30295775,1377.153358
AL00,5,1991,14.30295775,1377.153358
AL00,5,1992,14.30295775,1377.153358
AL00,5,1993,14.30295775,1377.153358
AL00,5,1994,14.30295775,1377.153358
AL00,5,1995,14.30295775,1377.153358
AL00,5,1996,14.30295775,1377.153358
AL00,5,1997,14.30295775,1377.153358
AL00,5,1998,14.30295775,1377.153358
AL00,5,1999,14.30295775,1377.153358
AL00,5,2000,14.30295775,1377.153358
AL00,5,2001,14.30295775,1377.153358
AL00,5,2002,14.30295775,1377.153358
AL00,5,2003,14.30295775,1377.153358
AL00,5,2004,14.30295775,1377.153358
AL00,5,2005,14.30295775,1377.153358
AL00,5,2006,14.30295775,1377.153358
AL00,5,2007,14.30295775,1377.153358
AL00,5,2008,14.30295775,1377.153358
AL00,5,2009,14.30295775,1377.153358
AL00,5,2010,14.30295775,1377.153358
AL00,5,2011,14.30295775,1377.153358
AL00,5,2012,14.30295775,1377.153358
AL00,5,2013,14.30295775,1377.153358
AL00,5,2014,14.30295775,1377.153358
AL00,5,2015,14.30295775,1377.153358
AL00,5,2016,14.30295775,1377.153358
AL00,5,2017,14.30295775,1377.153358
AL00,6,1982,14.30295775,1381.150964
AL00,6,1983,14.30295775,1381.150964
AL00,6,1984,14.30295775,1381.150964
AL00,6,1985,14.30295775,1381.150964
AL00,6,1986,14.30295775,1381.150964
AL00,6,1987,14.30295775,1381.150964
AL00,6,1988,14.30295775,1381.150964
AL00,6,1989,14.30295775,1381.150964
AL00,6,1990,14.30295775,1381.150964
AL00,6,1991,14.30295775,1381.150964
AL00,6,1992,14.30295775,1381.150964
AL00,6,1993,14.30295775,1381.150964
AL00,6,1994,14.30295775,1381.150964
AL00,6,1995,14.30295775,1381.150964
AL00,6,1996,14.30295775,1381.150964
AL00,6,1997,14.30295775,1381.150964
AL00,6,1998,14.30295775,1381.150964
AL00,6,1999,14.30295775,1381.150964
AL00,6,2000,14.30295775,1381.150964
AL00,6,2001,14.30295775,1381.150964
AL00,6,2002,14.30295775,1381.150964
AL00,6,2003,14.30295775,1381.150964
AL00,6,2004,14.30295775,1381.150964
AL00,6,2005,14.30295775,1381.150964
AL00,6,2006,14.30295775,1381.150964
AL00,6,2007,14.30295775,1381.150964
AL00,6,2008,14.30295775,1381.150964
AL00,6,2009,14.30295775,1381.150964
AL00,6,2010,14.30295775,1381.150964
AL00,6,2011,14.30295775,1381.150964
AL00,6,2012,14.30295775,1381.150964
AL00,6,2013,14.30295775,1381.150964
AL00,6,2014,14.30295775,1381.150964
AL00,6,2015,14.30295775,1381.150964
AL00,6,2016,14.30295775,1381.150964
AL00,6,2017,14.30295775,1381.150964
AL00,7,1982,15.64575139,1381.150964
AL00,7,1983,15.64575139,1381.150964
AL00,7,1984,15.64575139,1381.150964
AL00,7,1985,15.64575139,1381.150964
AL00,7,1986,15.64575139,1381.150964
AL00,7,1987,15.64575139,1381.150964
AL00,7,1988,15.64575139,1381.150964
AL00,7,1989,15.64575139,1381.150964
AL00,7,1990,15.64575139,1381.150964
AL00,7,1991,15.64575139,1381.150964
AL00,7,1992,15.64575139,1381.150964
AL00,7,1993,15.64575139,1381.150964
AL00,7,1994,15.64575139,1381.150964
AL00,7,1995,15.64575139,1381.150964
AL00,7,1996,15.64575139,1381.150964
AL00,7,1997,15.64575139,1381.150964
AL00,7,1998,15.64575139,1381.150964
AL00,7,1999,15.64575139,1381.150964
AL00,7,2000,15.64575139,1381.150964
AL00,7,2001,15.64575139,1381.150964
AL00,7,2002,15.64575139,1381.150964
AL00,7,2003,15.64575139,1381.150964
AL00,7,2004,15.64575139,1381.150964
AL00,7,2005,15.64575139,1381.150964
AL00,7,2006,15.64575139,1381.150964
AL00,7,2007,15.64575139,1381.150964
AL00,7,2008,15.64575139,1381.150964
AL00,7,2009,15.64575139,1381.150964
AL00,7,2010,15.64575139,1381.150964
AL00,7,2011,15.64575139,1381.150964
AL00,7,2012,15.64575139,1381.150964
AL00,7,2013,15.64575139,1381.150964
AL00,7,2014,15.64575139,1381.150964
AL00,7,2015,15.64575139,1381.150964
AL00,7,2016,15.64575139,1381.150964
AL00,7,2017,15.64575139,1381.150964
AL00,8,1982,15.64575139,1381.150964
AL00,8,1983,15.64575139,1381.150964
AL00,8,1984,15.64575139,1381.150964
AL00,8,1985,15.64575139,1381.150964
AL00,8,1986,15.64575139,1381.150964
AL00,8,1987,15.64575139,1381.150964
AL00,8,1988,15.64575139,1381.150964
AL00,8,1989,15.64575139,1381.150964
AL00,8,1990,15.64575139,1381.150964
AL00,8,1991,15.64575139,1381.150964
AL00,8,1992,15.64575139,1381.150964
AL00,8,1993,15.64575139,1381.150964
AL00,8,1994,15.64575139,1381.150964
AL00,8,1995,15.64575139,1381.150964
AL00,8,1996,15.64575139,1381.150964
AL00,8,1997,15.64575139,1381.150964
AL00,8,1998,15.64575139,1381.150964
AL00,8,1999,15.64575139,1381.150964
AL00,8,2000,15.64575139,1381.150964
AL00,8,2001,15.64575139,1381.150964
AL00,8,2002,15.64575139,1381.150964
AL00,8,2003,15.64575139,1381.150964
AL00,8,2004,15.64575139,1381.150964
AL00,8,2005,15.64575139,1381.150964
AL00,8,2006,15.64575139,1381.150964
AL00,8,2007,15.64575139,1381.150964
AL00,8,2008,15.64575139,1381.150964
AL00,8,2009,15.64575139,1381.150964
AL00,8,2010,15.64575139,1381.150964
AL00,8,2011,15.64575139,1381.150964
AL00,8,2012,15.64575139,1381.150964
AL00,8,2013,15.64575139,1381.150964
AL00,8,2014,15.64575139,1381.150964
AL00,8,2015,15.64575139,1381.150964
AL00,8,2016,15.64575139,1381.150964
AL00,8,2017,15.64575139,1381.150964
AL00,9,1982,16.05710375,1375.478199
AL00,9,1983,16.05710375,1375.478199
AL00,9,1984,16.05710375,1375.478199
AL00,9,1985,16.05710375,1375.478199
AL00,9,1986,16.05710375,1375.478199
AL00,9,1987,16.05710375,1375.478199
AL00,9,1988,16.05710375,1375.478199
AL00,9,1989,16.05710375,1375.478199
AL00,9,1990,16.05710375,1375.478199
AL00,9,1991,16.05710375,1375.478199
AL00,9,1992,16.05710375,1375.478199
AL00,9,1993,16.05710375,1375.478199
AL00,9,1994,16.05710375,1375.478199
AL00,9,1995,16.05710375,1375.478199
AL00,9,1996,16.05710375,1375.478199
AL00,9,1997,16.05710375,1375.478199
AL00,9,1998,16.05710375,1375.478199
AL00,9,1999,16.05710375,1375.478199
AL00,9,2000,16.05710375,1375.478199
AL00,9,2001,16.05710375,1375.478199
AL00,9,2002,16.05710375,1375.478199
AL00,9,2003,16.05710375,1375.478199
AL00,9,2004,16.05710375,1375.478199
AL00,9,2005,16.05710375,1375.478199
AL00,9,2006,16.05710375,1375.478199
AL00,9,2007,16.05710375,1375.478199
AL00,9,2008,16.05710375,1375.478199
AL00,9,2009,16.05710375,1375.478199
AL00,9,2010,16.05710375,1375.478199
AL00,9,2011,16.05710375,1375.478199
AL00,9,2012,16.05710375,1375.478199
AL00,9,2013,16.05710375,1375.478199
AL00,9,2014,16.05710375,1375.478199
AL00,9,2015,16.05710375,1375.478199
AL00,9,2016,16.05710375,1375.478199
AL00,9,2017,16.05710375,1375.478199
AL00,10,1982,15.98939987,1387.001195
AL00,10,1983,15.98939987,1387.001195
AL00,10,1984,15.98939987,1387.001195
AL00,10,1985,15.98939987,1387.001195
AL00,10,1986,15.98939987,1387.001195
AL00,10,1987,15.98939987,1387.001195
AL00,10,1988,15.98939987,1387.001195
AL00,10,1989,15.98939987,1387.001195
AL00,10,1990,15.98939987,1387.001195
AL00,10,1991,15.98939987,1387.001195
AL00,10,1992,15.98939987,1387.001195
AL00,10,1993,15.98939987,1387.001195
AL00,10,1994,15.98939987,1387.001195
AL00,10,1995,15.98939987,1387.001195
AL00,10,1996,15.98939987,1387.001195
AL00,10,1997,15.98939987,1387.001195
AL00,10,1998,15.98939987,1387.001195
AL00,10,1999,15.98939987,1387.001195
AL00,10,2000,15.98939987,1387.001195
AL00,10,2001,15.98939987,1387.001195
AL00,10,2002,15.98939987,1387.001195
AL00,10,2003,15.98939987,1387.001195
AL00,10,2004,15.98939987,1387.001195
AL00,10,2005,15.98939987,1387.001195
AL00,10,2006,15.98939987,1387.001195
AL00,10,2007,15.98939987,1387.001195
AL00,10,2008,15.98939987,1387.001195
AL00,10,2009,15.98939987,1387.001195
AL00,10,2010,15.98939987,1387.001195
AL00,10,2011,15.98939987,1387.001195
AL00,10,2012,15.98939987,1387.001195
AL00,10,2013,15.98939987,1387.001195
AL00,10,2014,15.98939987,1387.001195
AL00,10,2015,15.98939987,1387.001195
AL00,10,2016,15.98939987,1387.001195
AL00,10,2017,15.98939987,1387.001195
AL00,11,1982,15.7155069,1392.280046
AL00,11,1983,15.7155069,1392.280046
AL00,11,1984,15.7155069,1392.280046
AL00,11,1985,15.7155069,1392.280046
AL00,11,1986,15.7155069,1392.280046
AL00,11,1987,15.7155069,1392.280046
AL00,11,1988,15.7155069,1392.280046
AL00,11,1989,15.7155069,1392.280046
AL00,11,1990,15.7155069,1392.280046
AL00,11,1991,15.7155069,1392.280046
AL00,11,1992,15.7155069,1392.280046
AL00,11,1993,15.7155069,1392.280046
AL00,11,1994,15.7155069,1392.280046
AL00,11,1995,15.7155069,1392.280046
AL00,11,1996,15.7155069,1392.280046
AL00,11,1997,15.7155069,1392.280046
AL00,11,1998,15.7155069,1392.280046
AL00,11,1999,15.7155069,1392.280046
AL00,11,2000,15.7155069,1392.280046
AL00,11,2001,15.7155069,1392.280046
AL00,11,2002,15.7155069,1392.280046
AL00,11,2003,15.7155069,1392.280046
AL00,11,2004,15.7155069,1392.280046
AL00,11,2005,15.7155069,1392.280046
AL00,11,2006,15.7155069,1392.280046
AL00,11,2007,15.7155069,1392.280046
AL00,11,2008,15.7155069,1392.280046
AL00,11,2009,15.7155069,1392.280046
AL00,11,2010,15.7155069,1392.280046
AL00,11,2011,15.7155069,1392.280046
AL00,11,2012,15.7155069,1392.280046
AL00,11,2013,15.7155069,1392.280046
AL00,11,2014,15.7155069,1392.280046
AL00,11,2015,15.7155069,1392.280046
AL00,11,2016,15.7155069,1392.280046
AL00,11,2017,15.7155069,1392.280046
AL00,12,1982,14.40348775,1423.494612
AL00,12,1983,14.40348775,1423.494612
AL00,12,1984,14.40348775,1423.494612
AL00,12,1985,14.40348775,1423.494612
AL00,12,1986,14.40348775,1423.494612
AL00,12,1987,14.40348775,1423.494612
AL00,12,1988,14.40348775,1423.494612
AL00,12,1989,14.40348775,1423.494612
AL00,12,1990,14.40348775,1423.494612
AL00,12,1991,14.40348775,1423.494612
AL00,12,1992,14.40348775,1423.494612
AL00,12,1993,14.40348775,1423.494612
AL00,12,1994,14.40348775,1423.494612
AL00,12,1995,14.40348775,1423.494612
AL00,12,1996,14.40348775,1423.494612
AL00,12,1997,14.40348775,1423.494612
AL00,12,1998,14.40348775,1423.494612
AL00,12,1999,14.40348775,1423.494612
AL00,12,2000,14.40348775,1423.494612
AL00,12,2001,14.40348775,1423.494612
AL00,12,2002,14.40348775,1423.494612
AL00,12,2003,14.40348775,1423.494612
AL00,12,2004,14.40348775,1423.494612
AL00,12,2005,14.40348775,1423.494612
AL00,12,2006,14.40348775,1423.494612
AL00,12,2007,14.40348775,1423.494612
AL00,12,2008,14.40348775,1423.494612
AL00,12,2009,14.40348775,1423.494612
AL00,12,2010,14.40348775,1423.494612
AL00,12,2011,14.40348775,1423.494612
AL00,12,2012,14.40348775,1423.494612
AL00,12,2013,14.40348775,1423.494612
AL00,12,2014,14.40348775,1423.494612
AL00,12,2015,14.40348775,1423.494612
AL00,12,2016,14.40348775,1423.494612
AL00,12,2017,14.40348775,1423.494612
AL00,13,1982,14.40348775,1423.494612
AL00,13,1983,14.40348775,1423.494612
AL00,13,1984,14.40348775,1423.494612
AL00,13,1985,14.40348775,1423.494612
AL00,13,1986,14.40348775,1423.494612
AL00,13,1987,14.40348775,1423.494612
AL00,13,1988,14.40348775,1423.494612
AL00,13,1989,14.40348775,1423.494612
AL00,13,1990,14.40348775,1423.494612
AL00,13,1991,14.40348775,1423.494612
AL00,13,1992,14.40348775,1423.494612
AL00,13,1993,14.40348775,1423.494612
AL00,13,1994,14.40348775,1423.494612
AL00,13,1995,14.40348775,1423.494612
AL00,13,1996,14.40348775,1423.494612
AL00,13,1997,14.40348775,1423.494612
AL00,13,1998,14.40348775,1423.494612
AL00,13,1999,14.40348775,1423.494612
AL00,13,2000,14.40348775,1423.494612
AL00,13,2001,14.40348775,1423.494612
AL00,13,2002,14.40348775,1423.494612
AL00,13,2003,14.40348775,1423.494612
AL00,13,2004,14.40348775,1423.494612
AL00,13,2005,14.40348775,1423.494612
AL00,13,2006,14.40348775,1423.494612
AL00,13,2007,14.40348775,1423.494612
AL00,13,2008,14.40348775,1423.494612
AL00,13,2009,14.40348775,1423.494612
AL00,13,2010,14.40348775,1423.494612
AL00,13,2011,14.40348775,1423.494612
AL00,13,2012,14.40348775,1423.494612
AL00,13,2013,14.40348775,1423.494612
AL00,13,2014,14.40348775,1423.494612
AL00,13,2015,14.40348775,1423.494612
AL00,13,2016,14.40348775,1423.494612
AL00,13,2017,14.40348775,1423.494612
AL00,14,1982,14.40348775,1423.494612
AL00,14,1983,14.40348775,1423.494612
AL00,14,1984,14.40348775,1423.494612
AL00,14,1985,14.40348775,1423.494612
AL00,14,1986,14.40348775,1423.494612
AL00,14,1987,14.40348775,1423.494612
AL00,14,1988,14.40348775,1423.494612
AL00,14,1989,14.40348775,1423.494612
AL00,14,1990,14.40348775,1423.494612
AL00,14,1991,14.40348775,1423.494612
AL00,14,1992,14.40348775,1423.494612
AL00,14,1993,14.40348775,1423.494612
AL00,14,1994,14.40348775,1423.494612
AL00,14,1995,14.40348775,1423.494612
AL00,14,1996,14.40348775,1423.494612
AL00,14,1997,14.40348775,1423.494612
AL00,14,1998,14.40348775,1423.494612
AL00,14,1999,14.40348775,1423.494612
AL00,14,2000,14.40348775,1423.494612
AL00,14,2001,14.40348775,1423.494612
AL00,14,2002,14.40348775,1423.494612
AL00,14,2003,14.40348775,1423.494612
AL00,14,2004,14.40348775,1423.494612
AL00,14,2005,14.40348775,1423.494612
AL00,14,2006,14.40348775,1423.494612
AL00,14,2007,14.40348775,1423.494612
AL00,14,2008,14.40348775,1423.494612
AL00,14,2009,14.40348775,1423.494612
AL00,14,2010,14.40348775,1423.494612
AL00,14,2011,14.40348775,1423.494612
AL00,14,2012,14.40348775,1423.494612
AL00,14,2013,14.40348775,1423.494612
AL00,14,2014,14.40348775,1423.494612
AL00,14,2015,14.40348775,1423.494612
AL00,14,2016,14.40348775,1423.494612
AL00,14,2017,14.40348775,1423.494612
AL00,15,1982,14.8445888,1415.93332
AL00,15,1983,14.8445888,1415.93332
AL00,15,1984,14.8445888,1415.93332
AL00,15,1985,14.8445888,1415.93332
AL00,15,1986,14.8445888,1415.93332
AL00,15,1987,14.8445888,1415.93332
AL00,15,1988,14.8445888,1415.93332
AL00,15,1989,14.8445888,1415.93332
AL00,15,1990,14.8445888,1415.93332
AL00,15,1991,14.8445888,1415.93332
AL00,15,1992,14.8445888,1415.93332
AL00,15,1993,14.8445888,1415.93332
AL00,15,1994,14.8445888,1415.93332
AL00,15,1995,14.8445888,1415.93332
AL00,15,1996,14.8445888,1415.93332
AL00,15,1997,14.8445888,1415.93332
AL00,15,1998,14.8445888,1415.93332
AL00,15,1999,14.8445888,1415.93332
AL00,15,2000,14.8445888,1415.93332
AL00,15,2001,14.8445888,1415.93332
AL00,15,2002,14.8445888,1415.93332
AL00,15,2003,14.8445888,1415.93332
AL00,15,2004,14.8445888,1415.93332
AL00,15,2005,14.8445888,1415.93332
AL00,15,2006,14.8445888,1415.93332
AL00,15,2007,14.8445888,1415.93332
AL00,15,2008,14.8445888,1415.93332
AL00,15,2009,14.8445888,1415.93332
AL00,15,2010,14.8445888,1415.93332
AL00,15,2011,14.8445888,1415.93332
AL00,15,2012,14.8445888,1415.93332
AL00,15,2013,14.8445888,1415.93332
AL00,15,2014,14.8445888,1415.93332
AL00,15,2015,14.8445888,1415.93332
AL00,15,2016,14.8445888,1415.93332
AL00,15,2017,14.8445888,1415.93332
AL00,16,1982,15.30107708,1419.968881
AL00,16,1983,15.30107708,1419.968881
AL00,16,1984,15.30107708,1419.968881
AL00,16,1985,15.30107708,1419.968881
AL00,16,1986,15.30107708,1419.968881
AL00,16,1987,15.30107708,1419.968881
AL00,16,1988,15.30107708,1419.968881
AL00,16,1989,15.30107708,1419.968881
AL00,16,1990,15.30107708,1419.968881
AL00,16,1991,15.30107708,1419.968881
AL00,16,1992,15.30107708,1419.968881
AL00,16,1993,15.30107708,1419.968881
AL00,16,1994,15.30107708,1419.968881
AL00,16,1995,15.30107708,1419.968881
AL00,16,1996,15.30107708,1419.968881
AL00,16,1997,15.30107708,1419.968881
AL00,16,1998,15.30107708,1419.968881
AL00,16,1999,15.30107708,1419.968881
AL00,16,2000,15.30107708,1419.968881
AL00,16,2001,15.30107708,1419.968881
AL00,16,2002,15.30107708,1419.968881
AL00,16,2003,15.30107708,1419.968881
AL00,16,2004,15.30107708,1419.968881
AL00,16,2005,15.30107708,1419.968881
AL00,16,2006,15.30107708,1419.968881
AL00,16,2007,15.30107708,1419.968881
AL00,16,2008,15.30107708,1419.968881
AL00,16,2009,15.30107708,1419.968881
AL00,16,2010,15.30107708,1419.968881
AL00,16,2011,15.30107708,1419.968881
AL00,16,2012,15.30107708,1419.968881
AL00,16,2013,15.30107708,1419.968881
AL00,16,2014,15.30107708,1419.968881
AL00,16,2015,15.30107708,1419.968881
AL00,16,2016,15.30107708,1419.968881
AL00,16,2017,15.30107708,1419.968881
AL00,17,1982,15.30107708,1420.498203
AL00,17,1983,15.30107708,1420.498203
AL00,17,1984,15.30107708,1420.498203
AL00,17,1985,15.30107708,1420.498203
AL00,17,1986,15.30107708,1420.498203
AL00,17,1987,15.30107708,1420.498203
AL00,17,1988,15.30107708,1420.498203
AL00,17,1989,15.30107708,1420.498203
AL00,17,1990,15.30107708,1420.498203
AL00,17,1991,15.30107708,1420.498203
AL00,17,1992,15.30107708,1420.498203
AL00,17,1993,15.30107708,1420.498203
AL00,17,1994,15.30107708,1420.498203
AL00,17,1995,15.30107708,1420.498203
AL00,17,1996,15.30107708,1420.498203
AL00,17,1997,15.30107708,1420.498203
AL00,17,1998,15.30107708,1420.498203
AL00,17,1999,15.30107708,1420.498203
AL00,17,2000,15.30107708,1420.498203
AL00,17,2001,15.30107708,1420.498203
AL00,17,2002,15.30107708,1420.498203
AL00,17,2003,15.30107708,1420.498203
AL00,17,2004,15.30107708,1420.498203
AL00,17,2005,15.30107708,1420.498203
AL00,17,2006,15.30107708,1420.498203
AL00,17,2007,15.30107708,1420.498203
AL00,17,2008,15.30107708,1420.498203
AL00,17,2009,15.30107708,1420.498203
AL00,17,2010,15.30107708,1420.498203
AL00,17,2011,15.30107708,1420.498203
AL00,17,2012,15.30107708,1420.498203
AL00,17,2013,15.30107708,1420.498203
AL00,17,2014,15.30107708,1420.498203
AL00,17,2015,15.30107708,1420.498203
AL00,17,2016,15.30107708,1420.498203
AL00,17,2017,15.30107708,1420.498203
AL00,18,1982,12.06154896,1420.498203
AL00,18,1983,12.06154896,1420.498203
AL00,18,1984,12.06154896,1420.498203
AL00,18,1985,12.06154896,1420.498203
AL00,18,1986,12.06154896,1420.498203
AL00,18,1987,12.06154896,1420.498203
AL00,18,1988,12.06154896,1420.498203
AL00,18,1989,12.06154896,1420.498203
AL00,18,1990,12.06154896,1420.498203
AL00,18,1991,12.06154896,1420.498203
AL00,18,1992,12.06154896,1420.498203
AL00,18,1993,12.06154896,1420.498203
AL00,18,1994,12.06154896,1420.498203
AL00,18,1995,12.06154896,1420.498203
AL00,18,1996,12.06154896,1420.498203
AL00,18,1997,12.06154896,1420.498203
AL00,18,1998,12.06154896,1420.498203
AL00,18,1999,12.06154896,1420.498203
AL00,18,2000,12.06154896,1420.498203
AL00,18,2001,12.06154896,1420.498203
AL00,18,2002,12.06154896,1420.498203
AL00,18,2003,12.06154896,1420.498203
AL00,18,2004,12.06154896,1420.498203
AL00,18,2005,12.06154896,1420.498203
AL00,18,2006,12.06154896,1420.498203
AL00,18,2007,12.06154896,1420.498203
AL00,18,2008,12.06154896,1420.498203
AL00,18,2009,12.06154896,1420.498203
AL00,18,2010,12.06154896,1420.498203
AL00,18,2011,12.06154896,1420.498203
AL00,18,2012,12.06154896,1420.498203
AL00,18,2013,12.06154896,1420.498203
AL00,18,2014,12.06154896,1420.498203
AL00,18,2015,12.06154896,1420.498203
AL00,18,2016,12.06154896,1420.498203
AL00,18,2017,12.06154896,1420.498203
AL00,19,1982,11.55069241,1420.498203
AL00,19,1983,11.55069241,1420.498203
AL00,19,1984,11.55069241,1420.498203
AL00,19,1985,11.55069241,1420.498203
AL00,19,1986,11.55069241,1420.498203
AL00,19,1987,11.55069241,1420.498203
AL00,19,1988,11.55069241,1420.498203
AL00,19,1989,11.55069241,1420.498203
AL00,19,1990,11.55069241,1420.498203
AL00,19,1991,11.55069241,1420.498203
AL00,19,1992,11.55069241,1420.498203
AL00,19,1993,11.55069241,1420.498203
AL00,19,1994,11.55069241,1420.498203
AL00,19,1995,11.55069241,1420.498203
AL00,19,1996,11.55069241,1420.498203
AL00,19,1997,11.55069241,1420.498203
AL00,19,1998,11.55069241,1420.498203
